age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
42,117689,2.9,3,1.8,1,10,25,7,79427,20325,2,0,1,2,1,8,8,9,5,8,8,Male,Tier 3,Store
23,95291,8.8,14,1.4,10,2,17,2,14157,73519,9,8,5,2,6,7,8,2,9,7,3,Male,Tier 1,Store
41,105450,7.5,13,3.8,3,1,24,11,140276,93160,7,2,6,3,6,9,7,5,3,6,8,Other,Tier 3,Store
35,181664,7.2,9,2.2,3,9,20,18,105967,4820,10,8,7,8,10,6,1,6,4,4,6,Female,Tier 2,Online
40,71006,8.4,8,0.0,9,6,23,9,50910,66848,2,2,6,3,10,9,1,4,4,7,2,Other,Tier 3,Store
23,172341,7.2,14,2.2,2,2,49,19,122562,110123,10,5,2,9,6,6,1,6,10,10,8,Other,Tier 1,Store
46,119268,5.8,12,3.2,4,10,27,5,24761,42977,9,9,5,2,6,5,6,1,3,10,1,Male,Tier 1,Store
79,65138,4.8,14,1.6,3,4,2,17,16946,76147,5,5,1,2,5,5,1,10,8,9,7,Other,Tier 1,Store
42,77398,9.4,12,1.4,7,4,12,5,91474,144514,5,8,1,9,8,5,9,7,7,7,7,Male,Tier 1,Store
72,236163,8.6,8,2.8,6,7,37,17,104176,141070,5,7,1,4,5,6,10,5,5,8,3,Female,Tier 3,Store
34,165946,5.6,10,1.0,9,7,5,4,82660,93098,8,7,1,8,1,4,9,10,2,7,7,Male,Tier 3,Store
63,72228,7.5,5,2.9,8,4,10,10,122721,132824,8,4,1,9,1,8,4,1,5,10,7,Male,Tier 3,Store
41,77670,1.0,1,3.8,2,5,22,6,105270,941,1,0,5,2,10,6,7,1,1,2,10,Female,Tier 3,Online
28,140613,7.6,11,4.2,3,9,8,8,131911,124304,6,4,2,2,6,6,5,4,9,10,3,Other,Tier 2,Store
43,117071,5.0,10,1.7,1,6,48,2,60072,32665,8,7,5,10,1,5,2,4,6,7,5,Female,Tier 3,Store
68,125572,11.4,13,4.8,8,2,16,18,28860,81713,7,3,5,8,2,10,5,8,1,7,1,Male,Tier 1,Store
79,153997,8.3,9,3.3,2,2,8,11,71138,148006,9,2,6,6,4,4,6,6,8,1,1,Male,Tier 1,Store
51,18107,2.1,2,1.6,4,3,18,17,133146,114074,4,1,7,9,5,8,5,9,10,1,10,Other,Tier 1,Store
45,101388,4.6,1,2.0,2,7,34,14,43118,115443,6,9,3,10,7,4,1,5,9,2,4,Other,Tier 3,Store
20,110719,6.1,6,1.6,2,2,31,19,68467,135384,7,3,1,5,10,5,10,2,10,10,9,Male,Tier 2,Store
28,133018,5.9,1,0.0,3,1,27,4,81042,66631,5,3,7,2,7,7,3,7,9,7,9,Male,Tier 3,Store
55,42617,5.8,10,4.3,10,4,27,7,65030,50566,7,1,6,5,2,5,8,8,7,1,5,Other,Tier 3,Store
78,89258,8.0,10,2.8,5,10,45,11,76398,39863,10,1,1,3,9,7,2,8,7,8,4,Male,Tier 3,Store
31,65075,4.9,13,3.3,8,7,14,16,114530,117296,3,8,4,1,7,6,9,10,6,3,2,Female,Tier 3,Store
68,141998,5.9,10,2.6,10,5,18,18,98325,40054,4,2,1,3,7,6,4,9,1,3,8,Female,Tier 2,Store
43,37631,9.1,7,0.5,2,7,32,13,20905,125510,8,7,2,1,1,2,3,9,1,1,7,Male,Tier 1,Store
65,138120,9.1,14,2.9,5,7,22,15,12304,37946,10,7,5,7,7,8,8,2,7,7,7,Other,Tier 2,Store
38,208516,8.0,7,3.7,4,7,27,14,4574,33763,2,8,2,4,10,3,1,5,1,5,4,Female,Tier 1,Store
71,112158,5.3,13,3.7,3,1,3,3,72364,27633,6,6,4,1,7,1,9,3,6,10,2,Other,Tier 3,Store
73,153955,4.6,1,3.9,10,8,46,17,74361,57506,9,0,1,4,9,6,10,5,10,10,7,Female,Tier 2,Store
56,165780,5.9,10,2.6,6,6,46,7,44577,126808,8,8,4,6,8,2,6,4,7,5,3,Male,Tier 1,Store
47,61221,6.1,13,0.0,9,6,30,4,141372,69343,10,3,3,4,10,2,5,10,1,7,6,Female,Tier 1,Store
76,163269,5.9,5,3.4,8,10,34,16,47241,51633,7,5,3,4,9,10,1,2,5,8,8,Male,Tier 2,Store
25,167206,7.1,3,2.6,2,4,4,7,138889,82136,7,7,4,10,5,3,4,9,3,8,1,Female,Tier 2,Store
68,120922,6.7,13,5.1,1,9,32,12,75176,8476,8,5,4,7,7,2,7,3,10,2,7,Other,Tier 3,Online
37,48550,6.6,13,5.0,8,10,47,8,149429,134842,2,5,1,2,4,2,4,7,10,5,1,Male,Tier 2,Store
65,29642,5.1,11,3.9,5,9,31,13,46928,74428,8,5,2,3,10,10,9,5,9,5,3,Other,Tier 3,Store
49,166511,3.6,12,0.7,2,6,47,16,26036,50097,5,7,7,7,10,4,7,7,3,4,8,Female,Tier 2,Store
39,243851,7.4,14,1.1,10,9,47,5,123603,81324,8,2,1,5,6,3,9,10,10,3,5,Other,Tier 1,Store
76,121093,6.1,2,3.2,1,1,14,6,76312,63625,8,0,4,3,2,3,9,6,3,10,3,Other,Tier 1,Store
24,170655,6.8,11,1.0,8,7,36,0,124185,115352,8,9,5,2,1,8,10,2,5,8,10,Female,Tier 2,Store
26,108885,6.9,5,3.6,8,9,33,3,105399,113425,2,0,4,3,5,6,2,10,3,4,3,Female,Tier 2,Store
62,94538,1.9,5,3.7,6,5,39,19,112632,128276,9,5,3,2,9,9,10,2,5,6,3,Female,Tier 3,Store
18,77014,9.4,2,4.5,5,6,46,10,20973,85860,5,4,3,10,4,7,2,5,9,10,6,Female,Tier 1,Store
46,34523,4.9,6,3.9,5,6,8,9,51978,146077,1,6,5,10,5,2,9,1,2,7,4,Other,Tier 3,Store
25,125285,8.7,7,2.0,6,5,40,12,144559,1953,7,3,6,5,2,1,6,5,8,3,3,Male,Tier 2,Online
73,216615,6.8,1,2.4,5,10,34,19,88861,8667,3,5,1,2,8,10,6,6,5,4,4,Male,Tier 2,Online
71,232043,3.8,3,1.4,2,9,46,12,39563,50948,7,5,6,3,9,6,5,9,8,8,3,Male,Tier 1,Store
21,120879,4.6,4,2.8,7,5,23,5,6045,37099,10,1,7,6,3,9,3,2,1,10,1,Male,Tier 1,Store
52,105629,4.6,2,0.0,4,3,17,17,144613,114238,1,0,3,2,4,5,5,7,9,7,7,Female,Tier 3,Store
76,91830,4.7,10,2.1,7,6,16,11,4205,5071,5,0,3,3,3,4,5,10,3,2,9,Male,Tier 3,Hybrid
20,60538,2.5,11,3.4,1,6,0,1,28921,73041,10,7,2,3,7,7,10,10,6,9,8,Other,Tier 3,Store
71,62310,4.4,5,3.3,6,1,10,5,140505,91850,10,5,5,5,4,5,10,10,10,9,4,Male,Tier 2,Store
62,156980,7.9,13,3.6,2,4,32,6,112310,79225,7,7,3,6,6,7,1,6,10,2,4,Other,Tier 2,Store
57,130266,8.1,4,1.1,3,10,5,2,81808,14084,6,2,3,7,1,3,10,8,2,3,9,Other,Tier 2,Online
24,203362,4.6,11,0.8,3,10,28,10,149181,25664,10,7,6,9,2,2,4,8,9,4,7,Female,Tier 1,Store
44,199706,2.3,2,3.3,10,1,43,8,101328,61702,9,4,3,3,7,8,2,7,2,1,7,Male,Tier 2,Store
18,27699,7.3,11,1.3,1,6,19,13,145904,12722,10,7,1,6,9,5,2,5,1,9,4,Other,Tier 3,Hybrid
44,246241,3.8,1,1.0,5,2,17,10,95094,63749,4,0,7,7,1,1,1,9,10,5,7,Female,Tier 1,Store
33,81912,4.0,8,2.8,8,5,13,5,4404,3988,6,0,5,4,2,10,1,6,9,2,7,Male,Tier 1,Online
55,160327,5.4,2,2.5,8,3,44,18,85650,27893,8,0,2,3,8,10,3,7,7,3,6,Female,Tier 2,Store
24,94183,5.2,4,5.6,10,6,42,14,70904,91186,6,5,7,10,7,9,9,3,10,6,1,Male,Tier 1,Store
61,75282,4.4,12,3.0,7,9,19,13,142698,87742,1,8,6,9,3,2,9,10,10,7,8,Female,Tier 2,Store
40,73249,4.6,10,2.7,7,3,17,11,105351,127864,3,6,3,3,8,3,6,10,2,10,9,Male,Tier 1,Store
58,53176,5.0,5,1.8,8,9,26,12,13790,73203,10,5,6,2,8,1,6,7,4,8,1,Other,Tier 2,Store
76,23163,4.6,2,3.6,8,5,17,4,37744,81918,3,9,2,3,9,10,3,3,3,10,9,Female,Tier 2,Store
28,69210,4.7,10,2.5,5,2,16,11,116787,113552,2,4,2,7,5,9,5,2,3,4,5,Male,Tier 2,Store
59,138844,5.4,9,1.8,7,10,24,16,34065,66940,7,3,2,7,1,10,5,9,5,9,8,Female,Tier 2,Store
70,119587,6.7,2,2.2,2,10,4,18,4791,21765,5,3,7,9,9,8,10,9,2,6,6,Female,Tier 2,Store
50,246352,6.5,6,2.1,4,10,5,2,100784,20012,1,4,5,8,9,5,10,9,2,9,9,Other,Tier 3,Store
67,86979,4.9,7,2.4,6,10,39,17,62940,62873,3,5,7,6,3,5,9,5,2,9,6,Other,Tier 1,Store
53,93860,5.4,6,5.4,10,9,35,17,51367,89614,3,2,5,5,2,6,7,6,9,7,9,Female,Tier 3,Store
54,167215,8.7,11,3.3,3,3,32,8,78448,51406,10,0,7,9,8,4,2,7,7,3,3,Male,Tier 1,Store
58,19920,8.0,11,2.3,2,9,14,2,134802,129726,5,0,5,6,5,5,6,9,2,6,5,Male,Tier 2,Store
76,97911,7.1,12,2.4,1,6,38,10,147137,1020,7,5,6,7,9,6,7,1,6,6,9,Female,Tier 2,Online
34,52996,2.5,13,0.7,4,1,15,19,124166,128482,9,6,7,7,6,5,9,8,3,5,8,Female,Tier 1,Store
52,157820,6.2,4,0.2,2,1,37,15,95098,29637,4,5,4,4,5,8,6,2,1,6,8,Male,Tier 2,Store
65,109071,4.6,1,3.5,3,3,38,14,64621,117812,6,2,2,3,5,3,7,8,1,10,4,Other,Tier 3,Store
22,227323,4.1,2,3.4,10,5,23,5,5474,10704,5,7,7,2,8,7,5,7,7,2,2,Other,Tier 2,Online
65,62252,5.3,12,3.0,6,6,20,8,35850,106826,2,0,7,10,1,4,9,4,9,4,9,Male,Tier 3,Store
49,137734,8.1,10,4.4,10,5,37,0,20078,123672,6,2,4,9,5,3,3,4,1,7,9,Other,Tier 1,Store
20,209251,7.8,12,2.8,3,8,12,13,65087,47395,8,8,1,9,4,4,2,4,4,6,3,Female,Tier 3,Store
69,152522,4.8,10,3.6,3,6,28,18,10782,81067,5,4,2,2,5,9,5,4,7,9,6,Male,Tier 1,Store
64,67756,6.2,12,2.4,4,2,33,2,111376,5730,7,8,7,6,2,5,3,5,7,5,8,Other,Tier 2,Online
79,65235,5.2,14,0.0,3,5,4,8,136847,103107,3,0,3,4,5,2,4,9,8,4,10,Male,Tier 2,Store
52,105546,5.5,6,4.0,6,7,2,8,50093,78446,3,0,2,2,10,1,6,9,8,1,2,Other,Tier 2,Store
69,146092,8.0,8,1.2,9,2,20,4,54483,106280,8,4,5,10,6,2,2,8,4,1,5,Female,Tier 2,Store
31,140802,5.9,14,2.8,8,5,8,5,124026,15410,3,8,2,3,5,9,9,1,9,7,7,Female,Tier 3,Online
65,226325,2.5,3,1.6,2,5,2,11,148082,68515,5,3,7,1,7,1,6,6,8,7,4,Other,Tier 2,Store
78,123421,6.3,7,2.8,3,8,43,6,39172,12702,8,2,6,6,2,7,2,2,5,3,10,Male,Tier 2,Online
78,155736,9.6,9,4.7,8,9,29,6,54409,47444,4,2,1,9,9,5,8,6,3,9,4,Other,Tier 3,Store
48,81635,4.6,4,3.3,3,3,2,19,85647,139901,6,7,5,10,10,3,1,2,2,1,9,Female,Tier 3,Store
48,38225,9.1,11,3.6,5,4,48,9,125228,141276,5,9,5,9,5,2,2,2,9,9,2,Female,Tier 1,Store
34,214245,7.2,7,2.3,9,9,46,15,37877,58720,6,0,5,4,4,7,9,5,6,2,8,Female,Tier 3,Store
77,121885,8.4,7,2.1,2,9,48,16,64591,18873,9,7,6,3,6,8,2,4,1,2,9,Female,Tier 2,Online
41,100333,7.8,13,2.1,9,3,38,12,48839,27900,9,9,3,1,5,7,3,7,8,4,2,Male,Tier 2,Store
69,186297,6.4,12,3.5,10,2,40,4,131006,71316,2,5,7,1,9,7,8,9,8,1,1,Male,Tier 1,Store
40,25807,4.8,10,2.5,5,7,49,13,114336,15897,3,0,6,2,5,3,5,9,2,10,8,Female,Tier 3,Hybrid
35,229346,6.4,9,3.4,9,4,33,8,140997,85975,3,2,1,4,9,9,7,1,4,8,7,Male,Tier 2,Store
67,21402,6.5,3,2.3,4,3,16,13,94891,41829,5,9,6,10,3,5,10,4,9,10,10,Other,Tier 3,Store
71,19521,7.9,11,3.8,8,2,13,7,19356,89530,1,1,4,7,6,3,8,4,1,7,4,Male,Tier 2,Store
31,209237,1.5,1,3.4,8,10,48,19,20200,34949,6,6,3,8,8,3,7,2,4,8,7,Other,Tier 2,Store
67,129693,3.1,8,2.6,3,8,10,9,12835,40461,6,0,6,7,3,1,6,6,8,3,8,Male,Tier 3,Store
32,23382,6.5,4,3.4,5,7,0,8,144506,112796,10,4,4,5,1,6,7,1,7,5,3,Male,Tier 3,Store
32,125996,6.7,2,3.8,10,5,0,6,147025,3771,2,7,6,2,10,7,3,1,1,3,6,Male,Tier 3,Online
23,248729,4.3,5,4.9,1,7,14,9,36435,112972,5,4,5,3,2,4,7,2,5,8,1,Female,Tier 2,Store
44,30065,6.7,4,1.6,6,1,1,9,52582,128738,8,8,7,6,5,4,9,10,9,8,9,Male,Tier 2,Store
32,100470,7.4,1,3.6,9,9,11,7,7927,77944,9,6,5,4,6,3,3,4,2,5,6,Male,Tier 2,Store
67,29425,5.6,12,3.4,1,8,44,16,13177,42999,3,7,4,1,3,8,3,8,8,7,6,Other,Tier 2,Store
53,28111,8.9,7,3.7,2,4,41,19,23729,52497,2,4,7,1,4,10,8,4,8,10,8,Male,Tier 1,Store
72,186871,9.2,4,1.9,7,1,1,5,5550,129163,2,4,2,1,2,7,5,8,7,1,3,Male,Tier 2,Store
25,68257,6.2,8,2.6,6,4,22,19,27312,29946,2,5,1,3,4,8,7,7,4,10,6,Female,Tier 1,Store
32,138990,7.7,9,1.9,10,1,33,18,63727,108276,10,5,2,3,7,9,1,3,1,9,9,Male,Tier 3,Store
20,207249,2.6,8,3.0,3,6,16,12,105185,6417,9,6,5,4,10,9,6,5,3,3,4,Male,Tier 2,Online
79,142813,8.1,1,1.4,2,8,40,4,63787,67541,5,0,4,5,1,4,4,6,8,3,10,Other,Tier 1,Store
64,96046,8.9,8,4.3,7,5,13,3,101806,98096,6,2,3,4,9,5,8,10,7,7,4,Female,Tier 2,Store
30,52851,4.0,5,2.7,10,9,10,11,117172,64057,10,0,5,1,3,6,2,5,5,9,8,Male,Tier 3,Store
58,23816,7.2,1,4.7,10,10,19,14,82728,32218,4,6,5,6,6,5,2,7,5,1,3,Other,Tier 3,Store
51,223925,2.3,9,1.6,5,2,43,1,6211,19633,3,2,3,4,10,1,4,7,5,10,7,Male,Tier 1,Store
41,17175,4.4,9,2.8,6,2,6,14,86564,146523,10,0,2,7,7,8,2,2,6,4,2,Male,Tier 1,Store
57,26341,5.0,7,2.6,9,4,0,18,12317,1120,4,7,2,2,6,10,2,8,5,9,10,Female,Tier 3,Hybrid
49,78908,3.1,7,3.4,7,6,47,7,21196,13660,7,8,6,7,10,3,5,2,1,5,3,Female,Tier 3,Online
78,171726,5.5,11,3.5,4,6,14,14,40675,56601,7,6,6,8,5,8,1,2,1,10,1,Female,Tier 1,Store
49,206967,5.4,1,0.8,9,6,44,9,101383,33105,2,3,7,6,10,10,2,5,2,9,9,Female,Tier 1,Hybrid
47,74696,7.2,9,4.0,3,6,37,12,39172,21616,1,5,2,5,8,7,4,8,4,3,3,Male,Tier 2,Store
69,203961,3.0,1,3.7,4,1,33,18,110028,131402,5,1,5,5,9,10,5,9,4,8,5,Female,Tier 2,Store
66,233216,7.2,13,0.6,10,1,8,0,134815,115240,1,6,1,8,3,4,9,5,3,10,8,Male,Tier 1,Store
30,98115,4.4,12,4.4,3,3,0,10,81667,29379,9,5,4,3,10,7,2,9,10,4,8,Female,Tier 1,Store
18,45194,3.4,7,0.9,10,2,8,17,11309,22060,3,3,6,6,7,3,10,9,9,1,3,Male,Tier 3,Store
51,180909,5.6,9,2.9,3,7,41,18,58152,75722,8,2,4,9,4,5,2,10,10,3,2,Male,Tier 3,Store
79,214966,7.5,9,2.1,1,6,1,17,139333,11627,1,5,1,5,6,3,5,9,6,7,3,Female,Tier 1,Store
32,99358,5.0,5,2.3,5,5,21,18,105085,54697,5,7,2,6,7,8,10,8,4,1,3,Male,Tier 3,Store
61,187648,7.0,12,2.1,4,8,24,6,141934,88003,1,7,4,9,1,9,3,6,6,3,7,Female,Tier 1,Store
31,117548,6.6,13,3.2,9,2,13,4,144388,69111,6,7,2,3,6,9,6,7,5,9,9,Female,Tier 1,Store
74,165799,12.0,6,1.3,4,7,34,13,20223,101537,3,8,5,9,5,10,7,4,9,5,4,Female,Tier 2,Store
46,49579,5.4,2,3.7,3,10,15,10,80849,97377,2,3,1,10,10,3,5,6,5,4,10,Male,Tier 1,Store
51,111554,5.7,2,3.2,6,4,18,10,109578,110062,8,7,4,1,2,7,1,4,3,6,5,Female,Tier 3,Store
35,162627,8.2,10,2.3,10,3,40,1,136936,14106,3,8,5,9,10,2,2,10,9,3,5,Male,Tier 2,Online
71,68294,5.9,9,3.6,5,1,30,8,141302,51154,3,0,1,6,10,2,1,8,8,9,10,Female,Tier 3,Store
24,64777,6.5,13,1.8,4,10,1,0,69740,90953,4,9,5,8,8,9,8,9,10,10,10,Male,Tier 2,Store
46,151978,2.5,1,2.4,1,2,31,14,122161,60979,10,2,6,9,8,8,9,1,5,8,5,Female,Tier 1,Store
72,55751,5.8,10,0.5,3,7,35,7,68257,79926,4,8,5,3,7,9,8,1,7,9,1,Other,Tier 3,Store
48,215671,4.6,12,1.8,4,3,10,1,122620,56709,5,3,3,4,3,9,9,4,10,9,1,Female,Tier 1,Store
78,123750,5.0,12,1.4,10,5,7,5,10310,146088,4,9,2,2,7,8,7,10,8,3,6,Female,Tier 1,Store
42,89180,6.5,14,0.2,8,3,47,1,100261,134423,1,2,4,5,6,4,5,8,1,5,8,Other,Tier 2,Store
55,219750,5.9,5,2.3,9,7,4,16,82133,137544,1,6,5,9,7,9,3,1,1,6,2,Male,Tier 3,Store
31,46644,7.5,14,2.4,8,4,33,6,1519,142394,8,1,7,1,10,3,6,9,10,4,1,Other,Tier 2,Store
25,48521,7.9,7,2.9,9,8,31,2,13864,16824,6,6,5,1,7,9,1,8,7,1,8,Other,Tier 1,Online
44,26564,5.6,12,3.3,10,10,46,18,9960,87408,5,8,5,1,6,9,8,8,4,4,4,Male,Tier 1,Store
71,120155,6.6,10,2.2,1,8,5,11,68884,135557,1,6,1,5,1,5,3,6,8,4,1,Female,Tier 2,Store
19,216712,1.9,6,3.1,1,4,7,17,45289,98987,9,5,6,4,2,6,4,4,9,4,4,Female,Tier 1,Store
34,173371,6.6,6,3.7,3,2,33,7,45875,3709,5,0,3,2,4,7,10,8,1,2,5,Female,Tier 2,Online
54,194030,8.1,6,3.9,4,7,3,11,122934,88167,3,2,6,1,2,5,1,9,5,3,3,Other,Tier 2,Store
31,202150,4.2,13,3.3,2,1,35,0,28000,144949,8,3,4,4,5,9,10,4,3,5,5,Male,Tier 1,Store
42,159493,7.5,8,3.1,10,9,43,0,26843,69117,5,8,6,1,6,3,9,9,6,7,8,Female,Tier 2,Store
73,103747,5.1,7,1.2,7,5,24,9,65134,121325,2,6,2,3,8,7,1,1,4,6,4,Female,Tier 3,Store
47,26202,4.8,5,3.6,9,10,25,2,146420,141486,8,4,3,6,6,6,7,1,5,6,10,Other,Tier 3,Store
46,124407,8.8,10,1.2,6,4,32,9,75279,130523,10,6,6,6,6,7,10,4,7,7,1,Male,Tier 1,Store
37,188257,5.9,2,2.9,4,4,8,3,30656,125282,5,3,1,3,9,4,9,9,9,4,4,Female,Tier 3,Store
38,149757,7.7,10,3.4,6,9,46,11,60698,35420,10,7,3,4,3,6,2,1,6,3,6,Female,Tier 2,Online
78,105197,2.1,6,3.1,1,1,7,13,109282,54280,7,4,1,2,8,8,2,7,6,9,4,Other,Tier 3,Store
70,57637,4.8,10,0.0,6,4,16,7,27497,53656,1,5,1,9,1,8,5,2,6,9,9,Female,Tier 1,Store
39,164438,7.4,5,3.5,4,6,14,6,119873,149405,7,9,3,1,1,4,10,5,1,8,1,Male,Tier 2,Store
52,249320,6.2,4,4.5,3,8,41,0,136729,23439,5,9,4,5,2,3,3,4,2,5,7,Other,Tier 3,Online
54,39276,5.6,10,0.4,6,2,12,16,21493,141496,4,6,1,3,8,3,3,7,4,7,1,Other,Tier 2,Store
33,95946,7.2,11,2.7,9,8,42,14,148775,108657,9,4,2,1,5,6,1,5,5,8,6,Female,Tier 1,Store
67,194311,4.3,5,2.3,8,9,47,14,8489,65227,5,4,4,3,3,10,5,5,5,1,9,Male,Tier 1,Store
75,90214,8.4,9,2.6,8,8,46,4,41861,100312,5,4,5,6,10,4,8,8,7,4,9,Other,Tier 1,Store
66,170647,5.6,12,4.2,9,5,49,0,56482,83689,1,8,4,4,7,7,6,8,2,10,5,Other,Tier 1,Store
60,187473,4.4,13,2.8,6,1,43,18,88895,99434,8,0,5,10,2,2,9,6,5,8,10,Male,Tier 1,Store
34,56230,4.5,2,1.2,8,6,2,0,72802,85232,6,3,4,7,10,10,6,2,1,8,10,Other,Tier 2,Store
33,225496,5.8,6,1.6,7,1,11,1,90473,40338,9,7,4,2,2,7,2,5,4,10,10,Female,Tier 1,Store
75,228335,5.1,11,1.5,1,4,28,10,15389,75506,1,3,3,2,1,6,7,3,5,7,5,Other,Tier 1,Store
72,139086,7.1,9,0.1,6,9,0,11,53530,88769,10,4,4,6,1,1,3,7,9,5,9,Other,Tier 1,Store
19,144526,5.9,12,1.8,4,5,31,10,117894,15452,5,3,4,7,7,2,9,4,8,2,9,Other,Tier 3,Hybrid
21,214689,5.3,10,3.4,3,7,36,7,129591,147982,5,7,3,8,10,1,2,4,3,2,10,Male,Tier 1,Store
38,169093,6.7,13,2.9,3,9,19,19,52532,43400,8,4,5,8,10,9,5,10,2,1,4,Male,Tier 3,Store
56,155521,4.9,5,2.7,10,4,7,3,9436,47927,6,5,2,3,10,6,1,5,10,8,1,Female,Tier 3,Store
51,161729,7.0,12,2.1,8,5,36,1,93363,62392,2,8,4,9,3,7,1,4,7,6,3,Female,Tier 3,Store
47,50059,6.7,11,2.4,1,6,30,8,64598,140288,6,7,5,7,8,2,5,9,9,4,4,Male,Tier 2,Store
23,16532,6.6,6,3.2,7,1,30,12,75746,89568,3,2,5,5,5,6,3,10,4,3,8,Male,Tier 3,Store
34,117666,5.3,10,3.6,10,10,24,9,115446,130195,10,9,5,8,2,10,6,5,1,6,1,Male,Tier 2,Store
56,196877,4.7,12,2.9,4,5,49,8,59383,15078,5,0,3,3,6,10,3,9,1,2,3,Female,Tier 3,Online
42,96551,7.6,4,1.1,1,10,39,12,128654,15250,6,5,2,6,7,9,6,5,4,7,7,Male,Tier 1,Online
22,183828,7.2,5,1.9,2,4,44,2,23884,143329,3,9,2,6,3,10,9,6,9,6,7,Other,Tier 1,Store
22,86880,4.0,8,3.1,7,1,48,16,36336,7727,1,1,5,9,7,8,10,10,6,8,7,Other,Tier 2,Store
37,121734,5.1,12,1.6,10,4,7,17,129497,149083,7,5,2,3,6,8,7,4,3,5,10,Other,Tier 2,Store
33,128997,8.7,1,1.7,1,5,29,7,68597,130565,1,7,2,7,7,6,5,8,5,4,5,Male,Tier 3,Store
68,220714,8.0,1,3.4,6,9,29,12,132511,129935,5,0,6,3,2,5,8,9,6,1,10,Female,Tier 3,Store
58,180278,3.7,10,3.5,4,1,26,17,43475,51983,7,3,4,5,1,7,2,7,2,9,7,Other,Tier 3,Store
54,67168,6.0,4,1.3,3,6,34,15,50152,113585,4,7,3,5,8,9,6,8,3,5,1,Male,Tier 3,Store
57,128123,6.8,13,0.7,7,8,49,13,16830,4536,3,9,4,9,8,3,6,8,5,4,8,Female,Tier 2,Online
26,221260,8.0,14,0.9,9,9,43,12,96676,61690,8,0,3,5,9,2,3,6,10,1,5,Female,Tier 1,Store
22,170622,6.3,10,3.4,5,5,12,3,134928,48006,10,5,5,3,8,9,9,7,6,9,9,Female,Tier 1,Store
59,152461,7.0,3,1.4,6,2,20,0,82624,141763,8,1,1,2,7,8,7,6,4,10,9,Male,Tier 1,Store
74,102897,7.9,5,1.8,7,1,8,0,62075,6897,5,1,6,5,3,3,3,3,7,4,1,Male,Tier 2,Online
19,181919,8.1,11,0.9,10,5,23,5,61771,1154,3,1,7,2,3,8,9,6,3,4,10,Male,Tier 3,Online
26,119599,5.6,10,2.5,6,3,47,14,119599,144798,7,4,4,9,1,10,1,8,2,2,4,Female,Tier 2,Store
60,94239,6.1,8,2.2,6,6,32,14,7795,114256,3,2,2,1,6,1,6,5,6,3,8,Female,Tier 3,Store
53,33642,4.5,1,3.1,3,9,0,6,129972,56397,6,2,6,6,5,3,5,6,6,5,8,Female,Tier 3,Store
39,121862,5.5,5,2.9,3,1,7,8,86336,57096,9,6,7,2,3,6,10,6,8,9,1,Male,Tier 3,Store
39,51509,5.2,14,0.0,5,4,2,12,15529,148820,5,2,4,1,6,4,9,8,6,4,9,Male,Tier 3,Store
39,94417,5.6,5,3.0,7,4,13,5,82648,135832,10,3,1,3,2,8,3,6,10,2,6,Female,Tier 3,Store
51,64237,5.8,2,2.4,6,7,13,9,17922,48002,2,6,6,2,9,10,9,1,6,5,10,Other,Tier 3,Store
72,161486,7.6,13,4.1,2,2,48,11,35952,85008,7,1,6,5,7,8,10,3,4,9,10,Female,Tier 1,Store
46,78176,6.7,5,1.4,3,8,32,2,138875,124870,7,2,1,6,9,10,4,1,4,8,9,Male,Tier 2,Store
55,143633,3.4,8,3.2,5,6,3,14,95156,90258,7,7,3,3,9,9,6,5,8,4,5,Male,Tier 3,Store
76,94865,7.1,10,2.6,7,4,37,19,66639,97394,5,9,6,3,8,5,4,9,9,1,7,Other,Tier 1,Store
63,132181,4.9,7,1.4,6,3,24,10,122182,131300,8,7,7,2,4,7,1,3,10,7,6,Female,Tier 1,Store
50,77059,3.8,12,3.9,10,10,46,18,147781,40602,4,2,2,6,2,2,4,5,8,7,3,Other,Tier 2,Store
35,64150,3.7,2,3.0,3,7,12,9,85484,82123,5,6,6,8,1,6,7,10,5,4,10,Male,Tier 3,Store
24,103367,6.3,13,2.1,7,9,40,8,72553,75238,10,2,2,10,9,4,5,6,6,5,5,Male,Tier 2,Store
18,56091,8.1,14,1.4,5,2,38,0,127881,25068,2,4,7,4,10,8,10,2,5,5,3,Male,Tier 2,Online
50,219196,5.6,6,4.0,10,8,24,15,18546,71979,10,2,6,6,3,9,1,9,6,4,3,Female,Tier 1,Store
18,15903,7.9,10,3.6,4,2,37,14,114688,75763,9,4,2,5,7,2,5,6,9,9,1,Male,Tier 1,Store
41,69235,6.2,13,2.5,6,6,8,16,8343,108817,10,1,6,10,7,6,1,8,5,9,8,Other,Tier 3,Store
21,204637,1.7,11,2.5,2,8,37,19,30300,108578,5,9,1,9,9,6,9,4,4,6,3,Female,Tier 1,Store
21,70342,7.2,11,1.0,7,1,42,16,89506,12100,5,2,3,1,8,7,9,4,1,10,3,Other,Tier 1,Online
